&a[0][0], 0x55ac54a78330
&b[13], 0x56450828dc98
&a[12][14], 0x56450828da60
&b[14], 0x56450828dca0
&a[12][15], 0x56450828da68
&b[15], 0x56450828dca8
&c[12], 0x56450828dd20
&a[13][0], 0x56450828da80
&b[0], 0x56450828dc30
&a[13][1], 0x56450828da88
&b[1], 0x56450828dc38
&a[13][2], 0x56450828da90
&b[2], 0x56450828dc40
&a[13][3], 0x56450828da98
&b[3], 0x56450828dc48
&a[13][4], 0x56450828daa0
&b[4], 0x56450828dc50
&a[13][5], 0x56450828daa8
&b[5], 0x56450828dc58
&a[13][6], 0x56450828dab0
&b[6], 0x56450828dc60
&a[13][7], 0x56450828dab8
&b[7], 0x56450828dc68
&a[13][8], 0x56450828dac0
&b[8], 0x56450828dc70
&a[13][9], 0x56450828dac8
&b[9], 0x56450828dc78
&a[13][10], 0x56450828dad0
&b[10], 0x56450828dc80
&a[13][11], 0x56450828dad8
&b[11], 0x56450828dc88
&a[13][12], 0x56450828dae0
&b[12], 0x56450828dc90
&a[13][13], 0x56450828dae8
&b[13], 0x56450828dc98
&a[13][14], 0x56450828daf0
&b[14], 0x56450828dca0
&a[13][15], 0x56450828daf8
&b[15], 0x56450828dca8
&c[13], 0x56450828dd28
&a[14][0], 0x56450828db10
&b[0], 0x56450828dc30
&a[14][1], 0x56450828db18
&b[1], 0x56450828dc38
&a[14][2], 0x56450828db20
&b[2], 0x56450828dc40
&a[14][3], 0x56450828db28
&b[3], 0x56450828dc48
&a[14][4], 0x56450828db30
&b[4], 0x56450828dc50
&a[14][5], 0x56450828db38
&b[5], 0x56450828dc58
&a[14][6], 0x56450828db40
&b[6], 0x56450828dc60
&a[14][7], 0x56450828db48
&b[7], 0x56450828dc68
&a[14][8], 0x56450828db50
&b[8], 0x56450828dc70
&a[14][9], 0x56450828db58
&b[9], 0x56450828dc78
&a[14][10], 0x56450828db60
&b[10], 0x56450828dc80
&a[14][11], 0x56450828db68
&b[11], 0x56450828dc88
&a[14][12], 0x56450828db70
&b[12], 0x56450828dc90
&a[14][13], 0x56450828db78
&b[13], 0x56450828dc98
&a[14][14], 0x56450828db80
&b[14], 0x56450828dca0
&a[14][15], 0x56450828db88
&b[15], 0x56450828dca8
&c[14], 0x56450828dd30
&a[15][0], 0x56450828dba0
&b[0], 0x56450828dc30
&a[15][1], 0x56450828dba8
&b[1], 0x56450828dc38
&a[15][2], 0x56450828dbb0
&b[2], 0x56450828dc40
&a[15][3], 0x56450828dbb8
&b[3], 0x56450828dc48
&a[15][4], 0x56450828dbc0
&b[4], 0x56450828dc50
&a[15][5], 0x56450828dbc8
&b[5], 0x56450828dc58
&a[15][6], 0x56450828dbd0
&b[6], 0x56450828dc60
&a[15][7], 0x56450828dbd8
&b[7], 0x56450828dc68
&a[15][8], 0x56450828dbe0
&b[8], 0x56450828dc70
&a[15][9], 0x56450828dbe8
&b[9], 0x56450828dc78
&a[15][10], 0x56450828dbf0
&b[10], 0x56450828dc80
&a[15][11], 0x56450828dbf8
&b[11], 0x56450828dc88
&a[15][12], 0x56450828dc00
&b[12], 0x56450828dc90
&a[15][13], 0x56450828dc08
&b[13], 0x56450828dc98
&a[15][14], 0x56450828dc10
&b[14], 0x56450828dca0
&a[15][15], 0x56450828dc18
&b[15], 0x56450828dca8
&c[15], 0x56450828dd38
28799.000000,22046
&a[0][0], 0x5601a5646330
&b[0], 0x5601a5646c30
&a[0][1], 0x5601a5646338
&b[1], 0x5601a5646c38
&a[0][2], 0x5601a5646340
&b[2], 0x5601a5646c40
&a[0][3], 0x5601a5646348
&b[3], 0x5601a5646c48
&a[0][4], 0x5601a5646350
&b[4], 0x5601a5646c50
&a[0][5], 0x5601a5646358
&b[5], 0x5601a5646c58
&a[0][6], 0x5601a5646360
&b[6], 0x5601a5646c60
&a[0][7], 0x5601a5646368
&b[7], 0x5601a5646c68
&a[0][8], 0x5601a5646370
&b[8], 0x5601a5646c70
&a[0][9], 0x5601a5646378
&b[9], 0x5601a5646c78
&a[0][10], 0x5601a5646380
&b[10], 0x5601a5646c80
&a[0][11], 0x5601a5646388
&b[11], 0x5601a5646c88
&a[0][12], 0x5601a5646390
&b[12], 0x5601a5646c90
&a[0][13], 0x5601a5646398
&b[13], 0x5601a5646c98
&a[0][14], 0x5601a56463a0
&b[14], 0x5601a5646ca0
&a[0][15], 0x5601a56463a8
&b[15], 0x5601a5646ca8
&c[0], 0x5601a5646cc0
&a[1][0], 0x5601a56463c0
&b[0], 0x5601a5646c30
&a[1][1], 0x5601a56463c8
&b[1], 0x5601a5646c38
&a[1][2], 0x5601a56463d0
&b[2], 0x5601a5646c40
&a[1][3], 0x5601a56463d8
&b[3], 0x5601a5646c48
&a[1][4], 0x5601a56463e0
&b[4], 0x5601a5646c50
&a[1][5], 0x5601a56463e8
&b[5], 0x5601a5646c58
&a[1][6], 0x5601a56463f0
&b[6], 0x5601a5646c60
&a[1][7], 0x5601a56463f8
&b[7], 0x5601a5646c68
&a[1][8], 0x5601a5646400
&b[8], 0x5601a5646c70
&a[1][9], 0x5601a5646408
&b[9], 0x5601a5646c78
&a[1][10], 0x5601a5646410
&b[10], 0x5601a5646c80
&a[1][11], 0x5601a5646418
&b[11], 0x5601a5646c88
&a[1][12], 0x5601a5646420
&b[12], 0x5601a5646c90
&a[1][13], 0x5601a5646428
&b[13], 0x5601a5646c98
&a[1][14], 0x5601a5646430
&b[14], 0x5601a5646ca0
&a[1][15], 0x5601a5646438
&b[15], 0x5601a5646ca8
&c[1], 0x5601a5646cc8
&a[2][0], 0x5601a5646450
&b[0], 0x5601a5646c30
&a[2][1], 0x5601a5646458
&b[1], 0x5601a5646c38
&a[2][2], 0x5601a5646460
&b[2], 0x5601a5646c40
&a[2][3], 0x5601a5646468
&b[3], 0x5601a5646c48
&a[2][4], 0x5601a5646470
&b[4], 0x5601a5646c50
&a[2][5], 0x5601a5646478
&b[5], 0x5601a5646c58
&a[2][6], 0x5601a5646480
&b[6], 0x5601a5646c60
&a[2][7], 0x5601a5646488
&b[7], 0x5601a5646c68
&a[2][8], 0x5601a5646490
&b[8], 0x5601a5646c70
&a[2][9], 0x5601a5646498
&b[9], 0x5601a5646c78
&a[2][10], 0x5601a56464a0
&b[10], 0x5601a5646c80
&a[2][11], 0x5601a56464a8
&b[11], 0x5601a5646c88
&a[2][12], 0x5601a56464b0
&b[12], 0x5601a5646c90
&a[2][13], 0x5601a56464b8
&b[13], 0x5601a5646c98
&a[2][14], 0x5601a56464c0
&b[14], 0x5601a5646ca0
&a[2][15], 0x5601a56464c8
&b[15], 0x5601a5646ca8
&c[2], 0x5601a5646cd0
&a[3][0], 0x5601a56464e0
&b[0], 0x5601a5646c30
&a[3][1], 0x5601a56464e8
&b[1], 0x5601a5646c38
&a[3][2], 0x5601a56464f0
&b[2], 0x5601a5646c40
&a[3][3], 0x5601a56464f8
&b[3], 0x5601a5646c48
&a[3][4], 0x5601a5646500
&b[4], 0x5601a5646c50
&a[3][5], 0x5601a5646508
&b[5], 0x5601a5646c58
&a[3][6], 0x5601a5646510
&b[6], 0x5601a5646c60
&a[3][7], 0x5601a5646518
&b[7], 0x5601a5646c68
&a[3][8], 0x5601a5646520
&b[8], 0x5601a5646c70
&a[3][9], 0x5601a5646528
&b[9], 0x5601a5646c78
&a[3][10], 0x5601a5646530
&b[10], 0x5601a5646c80
&a[3][11], 0x5601a5646538
&b[11], 0x5601a5646c88
&a[3][12], 0x5601a5646540
&b[12], 0x5601a5646c90
&a[3][13], 0x5601a5646548
&b[13], 0x5601a5646c98
&a[3][14], 0x5601a5646550
&b[14], 0x5601a5646ca0
&a[3][15], 0x5601a5646558
&b[15], 0x5601a5646ca8
&c[3], 0x5601a5646cd8
&a[4][0], 0x5601a5646570
&b[0], 0x5601a5646c30
&a[4][1], 0x5601a5646578
&b[1], 0x5601a5646c38
&a[4][2], 0x5601a5646580
&b[2], 0x5601a5646c40
&a[4][3], 0x5601a5646588
&b[3], 0x5601a5646c48
&a[4][4], 0x5601a5646590
&b[4], 0x5601a5646c50
&a[4][5], 0x5601a5646598
&b[5], 0x5601a5646c58
&a[4][6], 0x5601a56465a0
&b[6], 0x5601a5646c60
&a[4][7], 0x5601a56465a8
&b[7], 0x5601a5646c68
&a[4][8], 0x5601a56465b0
&b[8], 0x5601a5646c70
&a[4][9], 0x5601a56465b8
&b[9], 0x5601a5646c78
&a[4][10], 0x5601a56465c0
&b[10], 0x5601a5646c80
&a[4][11], 0x5601a56465c8
&b[11], 0x5601a5646c88
&a[4][12], 0x5601a56465d0
&b[12], 0x5601a5646c90
&a[4][13], 0x5601a56465d8
&b[13], 0x5601a5646c98
&a[4][14], 0x5601a56465e0
&b[14], 0x5601a5646ca0
&a[4][15], 0x5601a56465e8
&b[15], 0x5601a5646ca8
&c[4], 0x5601a5646ce0
&a[5][0], 0x5601a5646600
&b[0], 0x5601a5646c30
&a[5][1], 0x5601a5646608
&b[1], 0x5601a5646c38
&a[5][2], 0x5601a5646610
&b[2], 0x5601a5646c40
&a[5][3], 0x5601a5646618
&b[3], 0x5601a5646c48
&a[5][4], 0x5601a5646620
&b[4], 0x5601a5646c50
&a[5][5], 0x5601a5646628
&b[5], 0x5601a5646c58
&a[5][6], 0x5601a5646630
&b[6], 0x5601a5646c60
&a[5][7], 0x5601a5646638
&b[7], 0x5601a5646c68
&a[5][8], 0x5601a5646640
&b[8], 0x5601a5646c70
&a[5][9], 0x5601a5646648
&b[9], 0x5601a5646c78
&a[5][10], 0x5601a5646650
&b[10], 0x5601a5646c80
&a[5][11], 0x5601a5646658
&b[11], 0x5601a5646c88
&a[5][12], 0x5601a5646660
&b[12], 0x5601a5646c90
&a[5][13], 0x5601a5646668
&b[13], 0x5601a5646c98
&a[5][14], 0x5601a5646670
&b[14], 0x5601a5646ca0
&a[5][15], 0x5601a5646678
&b[15], 0x5601a5646ca8
&c[5], 0x5601a5646ce8
&a[6][0], 0x5601a5646690
&b[0], 0x5601a5646c30
&a[6][1], 0x5601a5646698
&b[1], 0x5601a5646c38
&a[6][2], 0x5601a56466a0
&b[2], 0x5601a5646c40
&a[6][3], 0x5601a56466a8
&b[3], 0x5601a5646c48
&a[6][4], 0x5601a56466b0
&b[4], 0x5601a5646c50
&a[6][5], 0x5601a56466b8
&b[5], 0x5601a5646c58
&a[6][6], 0x5601a56466c0
&b[6], 0x5601a5646c60
&a[6][7], 0x5601a56466c8
&b[7], 0x5601a5646c68
&a[6][8], 0x5601a56466d0
&b[8], 0x5601a5646c70
&a[6][9], 0x5601a56466d8
&b[9], 0x5601a5646c78
&a[6][10], 0x5601a56466e0
&b[10], 0x5601a5646c80
&a[6][11], 0x5601a56466e8
&b[11], 0x5601a5646c88
&a[6][12], 0x5601a56466f0
&b[12], 0x5601a5646c90
&a[6][13], 0x5601a56466f8
&b[13], 0x5601a5646c98
&a[6][14], 0x5601a5646700
&b[14], 0x5601a5646ca0
&a[6][15], 0x5601a5646708
&b[15], 0x5601a5646ca8
&c[6], 0x5601a5646cf0
&a[7][0], 0x5601a5646720
&b[0], 0x5601a5646c30
&a[7][1], 0x5601a5646728
&b[1], 0x5601a5646c38
&a[7][2], 0x5601a5646730
&b[2], 0x5601a5646c40
&a[7][3], 0x5601a5646738
&b[3], 0x5601a5646c48
&a[7][4], 0x5601a5646740
&b[4], 0x5601a5646c50
&a[7][5], 0x5601a5646748
&b[5], 0x5601a5646c58
&a[7][6], 0x5601a5646750
&b[6], 0x5601a5646c60
&a[7][7], 0x5601a5646758
&b[7], 0x5601a5646c68
&a[7][8], 0x5601a5646760
&b[8], 0x5601a5646c70
&a[7][9], 0x5601a5646768
&b[9], 0x5601a5646c78
&a[7][10], 0x5601a5646770
&b[10], 0x5601a5646c80
&a[7][11], 0x5601a5646778
&b[11], 0x5601a5646c88
&a[7][12], 0x5601a5646780
&b[12], 0x5601a5646c90
&a[7][13], 0x5601a5646788
&b[13], 0x5601a5646c98
&a[7][14], 0x5601a5646790
&b[14], 0x5601a5646ca0
&a[7][15], 0x5601a5646798
&b[15], 0x5601a5646ca8
&c[7], 0x5601a5646cf8
&a[8][0], 0x5601a56467b0
&b[0], 0x5601a5646c30
&a[8][1], 0x5601a56467b8
&b[1], 0x5601a5646c38
&a[8][2], 0x5601a56467c0
&b[2], 0x5601a5646c40
&a[8][3], 0x5601a56467c8
&b[3], 0x5601a5646c48
&a[8][4], 0x5601a56467d0
&b[4], 0x5601a5646c50
&a[8][5], 0x5601a56467d8
&b[5], 0x5601a5646c58
&a[8][6], 0x5601a56467e0
&b[6], 0x5601a5646c60
&a[8][7], 0x5601a56467e8
&b[7], 0x5601a5646c68
&a[8][8], 0x5601a56467f0
&b[8], 0x5601a5646c70
&a[8][9], 0x5601a56467f8
&b[9], 0x5601a5646c78
&a[8][10], 0x5601a5646800
&b[10], 0x5601a5646c80
&a[8][11], 0x5601a5646808
&b[11], 0x5601a5646c88
&a[8][12], 0x5601a5646810
&b[12], 0x5601a5646c90
&a[8][13], 0x5601a5646818
&b[13], 0x5601a5646c98
&a[8][14], 0x5601a5646820
&b[14], 0x5601a5646ca0
&a[8][15], 0x5601a5646828
&b[15], 0x5601a5646ca8
&c[8], 0x5601a5646d00
&a[9][0], 0x5601a5646840
&b[0], 0x5601a5646c30
&a[9][1], 0x5601a5646848
&b[1], 0x5601a5646c38
&a[9][2], 0x5601a5646850
&b[2], 0x5601a5646c40
&a[9][3], 0x5601a5646858
&b[3], 0x5601a5646c48
&a[9][4], 0x5601a5646860
&b[4], 0x5601a5646c50
&a[9][5], 0x5601a5646868
&b[5], 0x5601a5646c58
&a[9][6], 0x5601a5646870
&b[6], 0x5601a5646c60
&a[9][7], 0x5601a5646878
&b[7], 0x5601a5646c68
&a[9][8], 0x5601a5646880
&b[8], 0x5601a5646c70
&a[9][9], 0x5601a5646888
&b[9], 0x5601a5646c78
&a[9][10], 0x5601a5646890
&b[10], 0x5601a5646c80
&a[9][11], 0x5601a5646898
&b[11], 0x5601a5646c88
&a[9][12], 0x5601a56468a0
&b[12], 0x5601a5646c90
&a[9][13], 0x5601a56468a8
&b[13], 0x5601a5646c98
&a[9][14], 0x5601a56468b0
&b[14], 0x5601a5646ca0
&a[9][15], 0x5601a56468b8
&b[15], 0x5601a5646ca8
&c[9], 0x5601a5646d08
&a[10][0], 0x5601a56468d0
&b[0], 0x5601a5646c30
&a[10][1], 0x5601a56468d8
&b[1], 0x5601a5646c38
&a[10][2], 0x5601a56468e0
&b[2], 0x5601a5646c40
&a[10][3], 0x5601a56468e8
&b[3], 0x5601a5646c48
&a[10][4], 0x5601a56468f0
&b[4], 0x5601a5646c50
&a[10][5], 0x5601a56468f8
&b[5], 0x5601a5646c58
&a[10][6], 0x5601a5646900
&b[6], 0x5601a5646c60
&a[10][7], 0x5601a5646908
&b[7], 0x5601a5646c68
&a[10][8], 0x5601a5646910
&b[8], 0x5601a5646c70
&a[10][9], 0x5601a5646918
&b[9], 0x5601a5646c78
&a[10][10], 0x5601a5646920
&b[10], 0x5601a5646c80
&a[10][11], 0x5601a5646928
&b[11], 0x5601a5646c88
&a[10][12], 0x5601a5646930
&b[12], 0x5601a5646c90
&a[10][13], 0x5601a5646938
&b[13], 0x5601a5646c98
&a[10][14], 0x5601a5646940
&b[14], 0x5601a5646ca0
&a[10][15], 0x5601a5646948
&b[15], 0x5601a5646ca8
&c[10], 0x5601a5646d10
&a[11][0], 0x5601a5646960
&b[0], 0x5601a5646c30
&a[11][1], 0x5601a5646968
&b[1], 0x5601a5646c38
&a[11][2], 0x5601a5646970
&b[2], 0x5601a5646c40
&a[11][3], 0x5601a5646978
&b[3], 0x5601a5646c48
&a[11][4], 0x5601a5646980
&b[4], 0x5601a5646c50
&a[11][5], 0x5601a5646988
&b[5], 0x5601a5646c58
&a[11][6], 0x5601a5646990
&b[6], 0x5601a5646c60
&a[11][7], 0x5601a5646998
&b[7], 0x5601a5646c68
&a[11][8], 0x5601a56469a0
&b[8], 0x5601a5646c70
&a[11][9], 0x5601a56469a8
&b[9], 0x5601a5646c78
&a[11][10], 0x5601a56469b0
&b[10], 0x5601a5646c80
&a[11][11], 0x5601a56469b8
&b[11], 0x5601a5646c88
&a[11][12], 0x5601a56469c0
&b[12], 0x5601a5646c90
&a[11][13], 0x5601a56469c8
&b[13], 0x5601a5646c98
&a[11][14], 0x5601a56469d0
&b[14], 0x5601a5646ca0
&a[11][15], 0x5601a56469d8
&b[15], 0x5601a5646ca8
&c[11], 0x5601a5646d18
&a[12][0], 0x5601a56469f0
&b[0], 0x5601a5646c30
&a[12][1], 0x5601a56469f8
&b[1], 0x5601a5646c38
&a[12][2], 0x5601a5646a00
&b[2], 0x5601a5646c40
&a[12][3], 0x5601a5646a08
&b[3], 0x5601a5646c48
&a[12][4], 0x5601a5646a10
&b[4], 0x5601a5646c50
&a[12][5], 0x5601a5646a18
&b[5], 0x5601a5646c58
&a[12][6], 0x5601a5646a20
&b[6], 0x5601a5646c60
&a[12][7], 0x5601a5646a28
&b[7], 0x5601a5646c68
&a[12][8], 0x5601a5646a30
&b[8], 0x5601a5646c70
&a[12][9], 0x5601a5646a38
&b[9], 0x5601a5646c78
&a[12][10], 0x5601a5646a40
&b[10], 0x5601a5646c80
&a[12][11], 0x5601a5646a48
&b[11], 0x5601a5646c88
&a[12][12], 0x5601a5646a50
&b[12], 0x5601a5646c90
&a[12][13], 0x5601a5646a58
&b[13], 0x5601a5646c98
&a[12][14], 0x5601a5646a60
&b[14], 0x5601a5646ca0
&a[12][15], 0x5601a5646a68
&b[15], 0x5601a5646ca8
&c[12], 0x5601a5646d20
&a[13][0], 0x5601a5646a80
&b[0], 0x5601a5646c30
&a[13][1], 0x5601a5646a88
&b[1], 0x5601a5646c38
&a[13][2], 0x5601a5646a90
&b[2], 0x5601a5646c40
&a[13][3], 0x5601a5646a98
&b[3], 0x5601a5646c48
&a[13][4], 0x5601a5646aa0
&b[4], 0x5601a5646c50
&a[13][5], 0x5601a5646aa8
&b[5], 0x5601a5646c58
&a[13][6], 0x5601a5646ab0
&b[6], 0x5601a5646c60
&a[13][7], 0x5601a5646ab8
&b[7], 0x5601a5646c68
&a[13][8], 0x5601a5646ac0
&b[8], 0x5601a5646c70
&a[13][9], 0x5601a5646ac8
&b[9], 0x5601a5646c78
&a[13][10], 0x5601a5646ad0
&b[10], 0x5601a5646c80
&a[13][11], 0x5601a5646ad8
&b[11], 0x5601a5646c88
&a[13][12], 0x5601a5646ae0
&b[12], 0x5601a5646c90
&a[13][13], 0x5601a5646ae8
&b[13], 0x5601a5646c98
&a[13][14], 0x5601a5646af0
&b[14], 0x5601a5646ca0
&a[13][15], 0x5601a5646af8
&b[15], 0x5601a5646ca8
&c[13], 0x5601a5646d28
&a[14][0], 0x5601a5646b10
&b[0], 0x5601a5646c30
&a[14][1], 0x5601a5646b18
&b[1], 0x5601a5646c38
&a[14][2], 0x5601a5646b20
&b[2], 0x5601a5646c40
&a[14][3], 0x5601a5646b28
&b[3], 0x5601a5646c48
&a[14][4], 0x5601a5646b30
&b[4], 0x5601a5646c50
&a[14][5], 0x5601a5646b38
&b[5], 0x5601a5646c58
&a[14][6], 0x5601a5646b40
&b[6], 0x5601a5646c60
&a[14][7], 0x5601a5646b48
&b[7], 0x5601a5646c68
&a[14][8], 0x5601a5646b50
&b[8], 0x5601a5646c70
&a[14][9], 0x5601a5646b58
&b[9], 0x5601a5646c78
&a[14][10], 0x5601a5646b60
&b[10], 0x5601a5646c80
&a[14][11], 0x5601a5646b68
&b[11], 0x5601a5646c88
&a[14][12], 0x5601a5646b70
&b[12], 0x5601a5646c90
&a[14][13], 0x5601a5646b78
&b[13], 0x5601a5646c98
&a[14][14], 0x5601a5646b80
&b[14], 0x5601a5646ca0
&a[14][15], 0x5601a5646b88
&b[15], 0x5601a5646ca8
&c[14], 0x5601a5646d30
&a[15][0], 0x5601a5646ba0
&b[0], 0x5601a5646c30
&a[15][1], 0x5601a5646ba8
&b[1], 0x5601a5646c38
&a[15][2], 0x5601a5646bb0
&b[2], 0x5601a5646c40
&a[15][3], 0x5601a5646bb8
&b[3], 0x5601a5646c48
&a[15][4], 0x5601a5646bc0
&b[4], 0x5601a5646c50
&a[15][5], 0x5601a5646bc8
&b[5], 0x5601a5646c58
&a[15][6], 0x5601a5646bd0
&b[6], 0x5601a5646c60
&a[15][7], 0x5601a5646bd8
&b[7], 0x5601a5646c68
&a[15][8], 0x5601a5646be0
&b[8], 0x5601a5646c70
&a[15][9], 0x5601a5646be8
&b[9], 0x5601a5646c78
&a[15][10], 0x5601a5646bf0
&b[10], 0x5601a5646c80
&a[15][11], 0x5601a5646bf8
&b[11], 0x5601a5646c88
&a[15][12], 0x5601a5646c00
&b[12], 0x5601a5646c90
&a[15][13], 0x5601a5646c08
&b[13], 0x5601a5646c98
&a[15][14], 0x5601a5646c10
&b[14], 0x5601a5646ca0
&a[15][15], 0x5601a5646c18
&b[15], 0x5601a5646ca8
&c[15], 0x5601a5646d38
28799.000000,22046
